                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    121,                0.84155,                0.50911,                0.97467,                0.38436,                0.95519,                0.39814,                0.32487,                0.57469,                 1.6755,                0.67404,               0.008812,               0.008812,               0.008812
                    122,                 0.8443,                 0.5124,                0.97837,                0.38422,                0.95457,                0.39828,                 0.3252,                0.57438,                 1.6773,                0.67371,              0.0088021,              0.0088021,              0.0088021
                    123,                0.83636,                0.51215,                0.97875,                0.38453,                0.95457,                 0.3976,                0.32476,                0.57324,                  1.675,                0.67336,              0.0087922,              0.0087922,              0.0087922
                    124,                0.83781,                0.51451,                 0.9751,                0.38469,                0.95457,                0.39872,                0.32575,                 0.5728,                 1.6739,                0.67285,              0.0087823,              0.0087823,              0.0087823
                    125,                0.82891,                0.50857,                0.97248,                0.38455,                0.95457,                0.39819,                0.32569,                0.57261,                  1.675,                0.67283,              0.0087724,              0.0087724,              0.0087724
                    126,                0.83779,                0.51049,                0.97804,                0.38446,                0.95457,                0.39929,                0.32677,                0.57213,                 1.6721,                0.67246,              0.0087625,              0.0087625,              0.0087625
                    127,                0.83406,                0.50998,                0.97708,                0.38454,                0.95457,                0.39795,                0.32544,                 0.5713,                 1.6707,                0.67216,              0.0087526,              0.0087526,              0.0087526
                    128,                 0.8402,                0.50589,                0.98171,                0.38468,                0.95457,                0.39835,                0.32576,                0.57068,                 1.6689,                0.67185,              0.0087427,              0.0087427,              0.0087427
                    129,                0.83746,                0.51198,                0.97351,                0.38497,                0.95457,                0.39762,                0.32561,                0.57085,                 1.6688,                0.67149,              0.0087328,              0.0087328,              0.0087328
                    130,                0.82251,                0.50334,                 0.9671,                0.38489,                0.95457,                0.39778,                0.32601,                0.57047,                 1.6682,                0.67094,              0.0087229,              0.0087229,              0.0087229
                    131,                0.82533,                0.50535,                0.97105,                0.38475,                0.95457,                0.39735,                0.32548,                0.56982,                  1.665,                0.67064,               0.008713,               0.008713,               0.008713
                    132,                0.83432,                0.50845,                0.97043,                 0.3849,                0.95457,                0.39733,                0.32527,                0.56924,                  1.664,                0.67028,              0.0087031,              0.0087031,              0.0087031
                    133,                0.83022,                0.50425,                0.97088,                  0.385,                0.95457,                0.39807,                0.32598,                0.56932,                 1.6619,                0.66982,              0.0086932,              0.0086932,              0.0086932
                    134,                0.83047,                0.51031,                0.97163,                0.38487,                0.95457,                0.39897,                0.32716,                0.56901,                 1.6587,                0.66955,              0.0086833,              0.0086833,              0.0086833
                    135,                0.82999,                0.50265,                0.96874,                0.38452,                0.95457,                 0.3987,                0.32686,                0.56829,                  1.657,                0.66928,              0.0086734,              0.0086734,              0.0086734
                    136,                0.82235,                0.49779,                0.97172,                0.38473,                0.95457,                0.39817,                0.32662,                0.56807,                 1.6582,                  0.669,              0.0086635,              0.0086635,              0.0086635
                    137,                0.82502,                0.49511,                0.96432,                0.38481,                0.95457,                0.39954,                0.32766,                0.56767,                 1.6569,                0.66882,              0.0086536,              0.0086536,              0.0086536
                    138,                 0.8268,                0.49414,                0.96387,                0.38511,                0.95457,                0.39889,                0.32766,                0.56729,                 1.6545,                0.66831,              0.0086437,              0.0086437,              0.0086437
                    139,                0.81444,                 0.4972,                0.96287,                0.38501,                0.95457,                0.39914,                 0.3274,                0.56691,                  1.653,                 0.6682,              0.0086338,              0.0086338,              0.0086338
                    140,                0.81976,                0.49624,                0.96519,                 0.3849,                0.95457,                0.39877,                0.32743,                0.56654,                 1.6551,                0.66771,              0.0086239,              0.0086239,              0.0086239
                    141,                0.81724,                0.49416,                0.96394,                 0.3849,                0.95457,                0.39815,                0.32687,                0.56658,                 1.6534,                0.66746,               0.008614,               0.008614,               0.008614
                    142,                0.81665,                0.49923,                0.96526,                0.38501,                0.95457,                0.39669,                0.32584,                0.56655,                 1.6512,                0.66728,              0.0086041,              0.0086041,              0.0086041
                    143,                0.81821,                0.49806,                0.96344,                0.38534,                0.95457,                0.39749,                0.32657,                0.56631,                 1.6528,                0.66693,              0.0085942,              0.0085942,              0.0085942
                    144,                0.81438,                 0.4937,                0.96391,                0.38537,                0.95457,                 0.3967,                0.32572,                0.56617,                 1.6513,                0.66672,              0.0085843,              0.0085843,              0.0085843
